933227340,138,"109, 26, 53",Online Trading
933241440,26,"138, 53",GTC
933244860,138,53,Trading Lawyer Meeting
933298800,59,49,Leaving
933304320,138,65,E-Ticket Travel Itinerary and Receipt
933304800,138,"109, 26, 53",Online Trading Product Descriptions
933322500,138,59,Counterparties versus Product Type Matrix
933328740,39,58,Re: ELEC Meeting
933332040,138,65,Online Trading Documents
933555120,138,65,Online Weather Transactions
933560580,120,130,Bankruptcy procedures
933561660,138,59,Counterparties versus Product Type Matrix
933566340,120,49,Re: Duke Energy International ISDA
933567180,138,59,OEM software
933578400,138,"109, 26, 53",Counterparties versus Product Type Matrix
933591060,120,49,"Cargill, Inc."
933654660,120,49,ISDA
933661980,120,49,MSA Perez
933675960,90,120,"Re: Central Puerto Power trade - Trade Date July 23, 1999"
933679320,138,120,Pending Issues
933753660,39,"58, 41",Enron Louisiana Mtg. 8/3
933753900,120,138,Brazil trip
933771600,138,130,WIlton Trust confirms.
933771660,138,130,Re: ECT EUROPE INC: ETOL PUT COUNTERPARTY
933771660,138,130,Watershed - executive summary and chart
933832860,109,"98, 53",Sager vacation
933849240,91,117,WT1 LOI
933855240,138,"120, 130",Restriced Master Agreements
933904500,138,59,Re: Restricted Master Agreements
933904560,120,138,Re: Restriced Master Agreements
933905460,120,49,Enron
933913560,138,59,CP's with Master Agreement Restrictions
933913560,138,59,Re: Restriced Master Agreements
934195080,95,"58, 26, 53",Master Firm Threshold Language
934238220,138,59,Re: Restricted Master Agreements
934252500,65,138,Re: FINAL AGENDA FOR LEGAL SIGN OFF MEETING - MONDAY 9TH AUGUST
934257960,120,49,John Roberts Holdings Limited
934267200,53,58,Lakeland Termsheet
934274580,120,138,Re: Financial products for Brazilian trading
934339380,120,"49, 4",ISDA for TOTAL Austral S.A.
934346100,120,4,Empresa Distribuidora de Energia Norte
934347060,59,"138, 49, 120, 130, 4",Revised ISDA Multicurrency Agreement
934355340,120,4,Empresa Distribuidora de Energia Sur
934422120,120,138,
934425480,120,"138, 49, 59, 130, 4",New List for you
934438140,59,130,Form change-confidentiality
934452060,120,4,EDEN
934453200,59,120,Catalytica
934507200,65,138,Re: Enron Online
934513860,59,"138, 49, 120, 130, 4",Merrill Lynch/J. Aron Assignment
934519200,138,"109, 65, 26, 53",Product type long definitions - legal review
934529520,59,138,Forms
934530540,53,58,Credit Worksheet for City of Lakeland Transaction
934534560,59,138,Dinner Reservations
934538280,138,65,Launch materials
934714500,138,65,Online Weather GTC's
934780200,138,65,Re: EnronOnline Text
934782960,138,26,EnronOnline Long Descriptions
934792380,109,45,Conference on Standardized Contract
934871340,59,"109, 138",NYMEX-New Contract
934875120,59,"138, 49, 120, 130, 4",Revisions to ISDA exhibit.doc
934878720,59,138,Canadian Certificates
934884120,138,59,Re: Online Weather GTC's
934885920,138,59,Sullivan & Cromwell fax
935048100,59,120,Re: ISDA
935055840,109,"113, 45, 53",Re: TVA authority
935142120,59,138,UK Weather Transactions
935375340,138,45,Re: FASB 133
935377680,138,65,Commercial and help guide testing schedule
935379780,59,138,Form of Online Weather GTC
935382420,53,58,Sections 17.1 and 17.2
935403360,120,4,MSA with TGS
935479560,138,49,Owens-Corning
935479680,138,130,Re: Vacation Days
935490960,4,120,Sample ISDA
935491560,45,109,Re: Conference on Standardized Contract
935495400,120,130,Re: Vaction Request
935516940,65,138,Re: Revised GTCs
935549100,59,"65, 138",Online Trading
935553000,59,"49, 4",Industrial
935572860,138,59,Re: Revised GTCs
935577060,138,59,Approved Countries for Online Trading
935578980,138,"49, 120, 59, 130, 4",Re: Reference to telephone conversations on confirmations
935581560,59,"65, 138",Weather GTC's
935631960,120,130,Re: September 1st Group Meeting
935633340,59,49,ISDA CSA - Para. 11 (English law - transfer)
935634720,120,4,Southern Cone Financial Master Agreements
935739960,59,4,Merger of NationsBank and Bank of America - Enron Corp.
935740620,59,"49, 4",Re: Merger of NationsBank and Bank of America - Enron Corp.
935740740,59,"138, 120, 130",Re: Merger of NationsBank and Bank of America - Enron Corp.
935750460,4,120,Re: Southern Cone Financial Master Agreements
935982960,59,"138, 67, 49, 120, 130, 4",Engage Energy US and Canada
935983860,59,"49, 4",Re: Engage Energy US and Canada
935993280,120,4,ISDA Schedule for Argentina
935995560,58,53,Re: GTC'S AND CONFIRMS
935997120,4,120,Southern Cone Schedule
935999160,4,120,Southern Cone Financial Master Agreements Schedule
936067020,120,49,Tiger
936070200,59,138,Norwegian Contracts
936071100,59,"49, 4",Avista Energy ISDA with PGE
936072720,59,"138, 49, 120, 130, 4",Revisions to anexb.doc
936078600,120,4,=?ANSI_X3.4-1968?Q?S=3FO_PAULO-_PHONE_LIST?=
936081480,120,4,Weekly BA Legal Report
936088380,75,58,Burlington Resources Trading Inc.
936097800,120,49,Duke Energy International LLC
936147360,58,53,Modified AEC letter agreement
936148080,58,36,Jonan Gas Marketing Inc.
936175740,59,120,Catalytica confirm
936176100,120,59,Re: Catalytica confirm
936177060,75,58,Burlington Contract
936180180,59,120,Catalytica
936180660,59,"26, 120, 53",EnronOnline Market Descriptions
936187080,120,"138, 130",Rotation of Confirmation Desk Calls
936187260,120,"49, 4",Confirmation Desk Rotations
936236700,59,120,Revised Annex A
936237120,120,"49, 59, 130, 4",Revised Annex A
936239940,120,59,NYMEX issues
936241800,59,138,Credit Work Sheets
936241860,59,138,Rotation of Confirmation Desk Calls
936242400,59,120,NYMEX issues
936242820,120,130,NYMEX issues
936259260,120,59,Re: NYMEX issues
936268980,4,120,Re: Empresa Distribuidora de Energia Sur
936319500,59,138,Online Trading GTC's
936339660,59,"26, 120, 53",Re: EnronOnline Market Descriptions
936340320,59,53,Re: EnronOnline Market Descriptions
936341400,120,59,Re: EnronOnline Market Descriptions
936349380,59,"61, 53",Re: EnronOnline Market Descriptions
936349500,59,53,Re: EnronOnline Market Descriptions
936352140,120,4,Review of Enron North America Corp. ISDA Schedule
936353640,59,"120, 53",Enron Online Market Descriptions
936667320,59,53,Re: EnronOnline Market Descriptions
936667500,59,"120, 130",EnronOnline Presentation
936669840,59,"138, 53",Online Trading
936670140,120,"49, 59, 130, 4",Re: Confirmation Desk/Legal luncheon
936670440,59,120,Re: Confirmation Desk/Legal luncheon
936670500,120,4,BA Deal Report
936671700,120,130,Susan Flynn
936675900,4,120,Southern Cone Financial Master Agreements Schedule
936684300,120,"49, 59, 130, 4",Confirmation Desk/Legal luncheon
936684600,59,120,Re: Confirmation Desk/Legal luncheon
936754020,59,"120, 130",FW: Strategic Documentation Review
936757440,120,49,Tiger ISDA Docs
936766500,120,"138, 49, 59, 130, 4",Re: Group List
936768660,120,"49, 4",Sample paper and pulp ISDA
936768900,120,"138, 49, 59, 130, 4",Legal/Confirm Desk Lunch
936769380,120,130,ISDA Master Netting Agreement
936770160,120,"49, 4",KPM Lasara L.P.
936776220,59,120,Pulp & Paper Market Description
936780960,91,58,Transport Agreement Comments
936795540,113,45,Re: Wollschlager - Mediation -Reply -Reply
936842400,59,138,Lastest Counterparty List
936844020,59,130,Re: Credit Issues
936844500,120,130,Re: Credit Issues
936850320,57,113,FJ Alliance
936866040,91,34,Gallup Compression Agreement
936870480,59,"65, 138",Re: Legal and Regulatory Review of Market Descriptions forEnronOnline
936872160,59,"138, 49, 120",Lotus Notes Master Swap Agreement Database
936917220,65,138,Getting started guide
936933000,59,130,I just thought of something else
936933780,59,138,Revisions to Online Trading GTC's
936933960,59,"138, 49, 120, 130, 4",Revision to Industrial
936948420,120,49,Duke's ISDA
937210440,120,4,BA Deal Report
937212360,120,130,Paper & Pulp confidentiality agreements
937217160,59,"95, 109, 138, 58, 49, 26, 120, 130, 53, 4",Online Trading Demonstration
937275840,59,138,UK Counterparty List
937284240,109,138,"Credit Risk, Urgent"
937295220,138,"95, 109, 58, 49, 26, 120, 59, 130, 53, 4",Wednesday Online Trading Meeting
937295700,59,138,Re: Online Trading Demonstration
937299780,59,49,Pursuit Resources
937302960,120,138,Brazil and Argentina: September 19 - 24
937304880,120,138,Trip to Brazil - September 20 - 22
937310340,120,49,Enron Guaranty
937359780,120,49,attached
937379220,59,"138, 53",Updates to Approved Counterparty List
937379460,59,138,Re: State of Incorporation
937446900,120,138,Argentina and Brazil tax assignments
937447140,59,130,Re: Canadian Legal Counsel
937461540,120,"49, 4",List of Omnibus annexes and attachments
937542180,59,"138, 49, 120, 130, 4",MAC Clause Addition
937566780,120,"138, 130",Re: Proposed Enron/Petron ISDA documentation
937791840,109,138,Letter to Chicago BOT re: TVA's actions
937796340,59,138,Lotus Notes Master Swap Agreement Database
937800960,59,130,MAC as an Addtional Event of Default
937803360,91,34,Gallup Revisions
937810200,59,130,MAC as an Additional Event of Default
937814280,59,"138, 49, 120, 130, 4",Legal/Credit Meeting
937903320,45,53,Re: Top Exposure Report
937969320,59,130,MAC as an Add'l Event of Default
937993860,138,109,re Westland Energie BV - capacity deals for 2000
938003280,138,59,Anita on leave
938057580,59,"138, 130",Next Form Meeting
938061540,59,138,Freedom of Information Act.
938065980,138,"49, 120, 59, 130, 4",New Singapore-based Attorney
938068500,59,138,Online Trading
938149020,57,"24, 113",Meeting with Ft. James
938162640,138,59,GTC's
938162880,138,59,Test Message
938164800,45,26,wall street jounal article - enron software inc.
938401200,138,120,New Deals
938401500,138,65,Re: Home Page Text: Rephrased First Paragraph
938404020,109,"45, 53",EEI Meeting in November
938405040,120,138,Re: New Deals
938407860,4,120,Southern Cone Financial Master Agreements Schedule
938437620,138,109,Re: Request for Editing
938472120,122,"131, 61",Re: EEI - CUBR Press Release
938487900,138,"26, 53",Re: EOL GTC's
938490480,59,138,Online Trading
938494500,120,138,an internet tribute to the lawyers
938503800,59,138,Online Trading-Bad certificates
938512740,138,65,Re: Legal Agreement
938566620,59,138,Re: Online Trading
938568240,59,130,Re: Pulp & Paper
938570520,120,49,Fwd:Re:FW: RE: swap docs
938571900,138,59,Re: Online Trading-Bad certificates
938574480,120,49,"Enron Power Holdings XII Ltd. (""EPHXII"")"
938582820,120,49,Millenium execution procedures
938598540,59,138,IT Systems People
938602200,120,49,Fwd:Schedule to the Master Agreement/ Barclays/ ISDA
938657040,120,49,ISDA
938677140,120,4,Re: ISDA
938679300,109,"138, 45, 53",Contract Review Meeting on Oct. 7th
938681580,120,130,PULP & PAPER MEETING TOMORROW: draft London / Houston trade flowschematic
938682300,120,130,Project Listing
938748360,120,"138, 59",Derivatives trading in France
938749380,120,"138, 49, 59, 130, 4",Sara's changes to the omnibus
938749500,120,49,Sara's changes to the omnibus
939009240,4,120,Southern Cone Financial Master Agreements Schedule
939009300,59,138,Revised Online Collateral Arrangement Language
939019080,59,"49, 130",Re: Fortms
939022140,59,130,Morgan Guaranty
939026700,138,130,Forcenergy Asset Sale
939028560,59,"138, 53",Online Trading Simulation
939036600,138,65,Re: Approval needed for letters going out....
939091380,45,"109, 138, 53",Re: Contract Review Meeting on Oct. 7th
939091500,138,"109, 4",Re: Aussie Swap Confirm
939092280,57,113,Details on Naheola
939101040,138,130,Lunch with Fred
939174960,113,"147, 45",Duke meeting
939192240,61,"20, 122",Madera Ranch Press Release
939217560,65,"138, 59",Customer Data
939265800,59,"109, 65, 138, 26, 53",Update of Counterparty Lists
939283200,138,109,Re: Returned mail: Host unknown (Name server: etc.enron.com: nodata
939288060,91,34,Gallup Docs.
939294720,138,"65, 120, 59",Online Derivatives Trading with Regulated Utilities
939354060,91,34,Gallup O&M Agreement
939366060,138,59,website
939374880,59,138,Online Canadian GTC's
939609300,138,130,Re: Vacation day
939609360,138,59,Re: Online Canadian GTC's
939612720,120,49,Brokerage Account for EES affiliate
939613320,120,49,Re: brokerage account
939616500,109,"45, 53",EEI - Revised Standard Contract
939616860,120,4,BA deal report
939622260,120,49,Re: Brokerage Account for EES affiliate
939624600,120,49,"Catalytica, Inc."
939626580,120,138,Financial Trading in Brazil
939630120,138,59,Revised GTCs
939636780,65,138,E-Commerce Team
939639300,4,120,Southern Cone Financial Master Agreements Schedule
939694140,120,138,S. Cone Trading Issues
939694680,59,138,Re: Legal Conference
939709920,59,138,Online Derivatives Trading with Regulated Utilities
939712140,59,138,Respond to Online Derivatives Trading with Regulated Utilities
939714360,130,"138, 120",Utility Language
939714540,130,"109, 138, 120",Setoff language
939715680,59,138,Notice to Brokers re: Name Change
939716580,59,138,Re: Notice to Brokers
939725100,59,138,EOL Master Review
939796740,130,"138, 120",Severability Language
939799500,138,53,eClearinghouse - confidentiality and exclusivity agreement letter
939802080,59,138,Lotus Notes Access
939803520,49,59,FW: FOR YOU CAT LOVERS
939804900,59,138,FW: FOR YOU CAT LOVERS
939812880,59,"65, 138",Online Derivatives Trading with Regulated Utilities
939814260,59,138,Revised Online Financial GTC's
939881760,91,34,Gallup Agreements
939886800,59,130,FW: FOR YOU CAT LOVERS
939887220,59,138,Revised Online GTC's
939963240,91,34,Gallup
939969660,57,113,Re: Fort James/RFQ
939976080,59,138,Legal Anywhere.com
939976200,120,138,"Pacific Gas & Electric Company (""PG&E"")"
940211220,61,"124, 68",Translation of articles
940211460,120,4,Southern Cone Financial Master Agreements Schedule
940213680,120,49,Re: Guaranty - Langauge for Expenses
940214520,4,120,Southern Cone Financial Master Agreements Schedule
940215180,59,130,TXU Energy Trading
940220220,138,"49, 120, 59, 130, 4",Derivatives Week on the Web
940228620,120,49,Re: Vacation Days
940236780,26,"138, 53",Re: iFerc Sumas
940237260,53,"138, 26",GTC attached to confirm
940245780,59,138,Revised Online Weather GTC's
940246140,59,138,Singapore Board Resolutions
940250520,138,130,Re: Lyco Letter
940301760,59,138,Weather GTC comparewrite
940315320,59,138,Re: ISDA Master Agreement with Caltex Trading Pte Ltd
940393620,138,"49, 120, 59, 130, 4",Re: Cash Collateral in Canada
940398300,59,138,Re: ISDA Master Agreement with Caltex Trading Pte Ltd
940402740,59,138,Re: Cash Collateral in Canada
940407300,59,109,US West Power Market Description VERY Final
940408620,59,138,Insurance Companies and Online Trading
940470960,120,130,Re: Cash Collateral in Canada
940472100,120,49,Brokerage Account
940473660,120,4,"Clark - Mobile , etc."
940477080,120,138,Brent Hendry
940478640,138,120,Andrea Calo
940478760,120,138,Re: Andrea Calo
940487100,138,120,Re: Brent Hendry
940491360,59,138,Mexico Online Trading
940492860,59,49,Tokyo-Mitsubishi
940494060,138,59,Re: Local Counsel Questions
940496280,120,138,Ernie seminars
940498860,120,138,Re: Andrea Calo
940500660,138,120,Re: Andrea Calo
940507620,59,138,Response to your email
940560060,59,138,Update to Mexico Advice
940561140,120,4,Brokerage Account
940561320,120,4,Re: Tiger
940561920,120,4,brokerage account
940566240,59,138,Online Confirmation Meeting
940573200,120,49,Duke Energy International
940586340,120,49,Your memory is better than mine
940586820,59,120,Re: Update to Mexico Advice
940587060,120,59,Re: Update to Mexico Advice
940587540,120,138,Doctor's appointment
940588380,59,65,Re: Fw: SMILE!! :o)
940598640,138,65,Revision to Long Descriptions and ETA re: master agreements
940607880,65,138,Comments from the Legal department
940652880,138,130,Re: Affiliate Setoff Language
940667400,138,53,Re: Online Trading - GTC/Master variation
940816560,120,49,Brokerage Account
940822140,120,4,Tiger guaranty
940826040,120,49,Re: Tiger guaranty
940827300,138,120,"Re: ""Ernie"" seminars"
940832040,4,120,Southern Cone Financial Master Agreements Schedule
940833480,59,138,Seminar Attachments
940833720,138,26,U.S. Gas
940833840,59,138,Another Update
940834380,120,49,Tiger
940838760,59,4,N34222 with Tokyo Mitsubishi
940844760,120,1,"Cargill, Incorporated - WE NEED TO EXECUTE AN ISDA MASTER AGREEMENT"
940905900,59,138,Mexico advice
940906200,138,59,Re: Mexico advice
940906320,59,138,Re: Mexico advice
940915260,120,4,Re: TGS ISDA
940918380,59,138,Form of EOL Confirm
940931760,138,53,E-Clearinghouse - RE-SENDING
940932360,59,138,Financial Trading List
941004180,59,138,Online Trading
941004840,59,"138, 120",Financial Trading List
941006460,138,59,Re: Online Trading
941009400,138,"95, 109, 58, 15, 49, 26, 113, 91, 45, 120, 59, 53, 4",1999 ENA/EGRM Legal Conference
941012280,59,"138, 120",Florida Power & Light
941013120,120,138,Financial Trading in Brazil
941079480,59,138,Forcenergy News
941080080,20,"131, 122",Sempra's Marketing in Jersey
941417760,120,138,Electric Business Understanding - Nov. 16
941419440,59,138,OMLX Y2K Request
941510880,49,120,Enron Brazil Power Holdings XII Ltd.
941531100,45,"109, 61, 113",General Counsels of Southern and Duke
941599260,138,65,Re: Faxed PA's
941602440,130,"49, 59, 4","Risk Management & Trading Corp. (""RMT"") Guidelines"
941615160,49,120,Re: GAIL GDR
941615160,49,120,Jardine Fleming Contact information
941617500,120,"138, 130","December 10, 1999"
941625540,120,"49, 130, 4",J. Aron & Company
941679900,109,"45, 53",EEI Update- Standardized Master Purchase and Sale Agreement andInto Definition Conference Call
941682300,59,138,Re: EOL CP's with Masters using GTC's
941685420,138,59,Enron Entity for Financial Trading
941685780,138,120,"Re: December 10, 1999"
941686080,59,138,My comments to latest counterparty list
941694840,59,138,Helm U.S. Chemical Corporation
941699400,138,130,Re: Bankruptcy bill
941703180,49,120,"Enron India GDR Holding Ltd. (""EIGHL"") Brokerage Account"
941707560,59,"49, 4",Credit Worksheet
941763360,138,65,Re: First Registration Form
941764620,120,49,"Re: Enron India GDR Holding Ltd. (""EIGHL"") Brokerage Account"
